gene,WT1,WT2,F71Y1,F71Y2,R61K1,R61K2,R61H1,R61H2,null1,null2
BSU35740_tagD_glycerol-3-phosphate_cytidylyltransferase,2941,6011,4633,5008,1866,5584,1870,5361,2215,4875
"BSU35750_tagA_N-acetylmannosamine_(ManNAc)_C4_hydroxyl_of_a_membrane-anchored_N-acetylglucosaminyl_diphospholipid_(GlcNAc-pp-undecaprenyl,_lipid_I)_glycosyltransferase",4016,5288,3949,4592,3269,4497,2892,4995,3124,4179
BSU35760_tagB_teichoic_acid_primase,1626,3453,2424,3100,1295,2889,1037,2897,1085,2446
BSU35770_tagC_polyglycerol_phosphate_assembly_and_export_protein_(teichoic_acid_biosynthesis),190,352,294,277,220,372,191,428,259,413
BSU35780_lytD_N-acetylglucosaminidase,265,262,275,312,246,221,201,379,238,231
BSU35790_yvyI_phosphohexomutase,695,1330,1170,1164,503,1026,426,1412,572,842
BSU35800_gerBA_germinant_receptor_B,38,18,8,18,60,41,39,27,41,28
BSU35810_gerBB_germinant_receptor_B,52,40,21,29,68,61,35,36,34,50
BSU35820_gerBC_germination_receptor_B_lipoprotein,61,88,82,86,71,120,52,90,53,86
BSU35830_ywtG_carbohydrate_transporter,45,38,42,104,58,60,52,61,108,44
BSU35840_ywtF_transcriptional_regulator,3858,7863,6268,7420,2808,6966,2659,7041,2692,5719
BSU35850_ywtE_hydrolase,1146,1183,1137,1189,835,1160,846,1236,987,991
BSU35860_pgdS_gamma-DL-glutamyl_hydrolase,20,25,28,36,18,41,33,30,41,21
BSU35870_pgsE_factor_required_for_polyglutamate_synthesis,10,31,36,38,7,40,10,47,9,20
BSU35880_pgsA_capsular_polyglutamate_synthetase,46,83,67,78,47,67,32,96,47,62
BSU35890_pgsC_capsular_polyglutamate_amide_ligase/translocase_subunit,20,22,16,14,12,18,15,17,8,13
BSU35900_pgsB_capsular_polyglutamate_synthetase,47,60,59,84,31,85,29,76,24,55
BSU35910_rbsR_LacI_family_transcriptional_regulator,740,1258,734,870,373,755,225,627,316,458
BSU35920_rbsK_ribokinase,818,682,429,512,406,461,202,402,305,269
BSU35930_rbsD_D-ribose_pyranase,148,175,103,133,75,87,25,61,38,46
BSU35940_rbsA_ribose_ABC_transporter_ATP-binding_protein,663,830,386,556,254,296,94,255,125,150
BSU35950_rbsC_ribose_ABC_transporter_permease,521,413,187,270,184,159,75,124,97,86
BSU35960_rbsB_ribose_ABC_transporter_ribose-binding_lipoprotein,575,691,321,458,209,284,108,205,125,136
BSU35970_ywsB_hypothetical_protein,300,341,201,403,174,178,89,151,170,126
BSU35980_ywsA_hypothetical_protein,3,5,6,13,2,4,5,6,6,1
BSU35990_ywrO_nitroreductase,1416,1991,1763,1651,1060,2071,1253,1835,1281,1827
BSU36000_alsD_alpha-acetolactate_decarboxylase,296,425,554,562,344,578,370,684,397,539
BSU36010_alsS_acetolactate_synthase,558,951,979,1136,557,1235,611,1210,577,957
BSU36020_alsR_LysR_family_transcriptional_regulator,284,250,310,367,265,381,285,355,322,318
BSU36030_ywrK_Na+/H+_antiporter,56,48,39,61,45,81,26,60,30,45
BSU36040_ywrJ_hypothetical_protein,11,19,18,26,13,38,9,15,10,14
BSU36050_cotB_spore_coat_protein,43,57,75,82,41,56,17,74,31,70
BSU36060_cotH_spore_coat_protein,18,24,18,24,20,34,17,29,9,31
BSU36070_cotG_spore_morphogenetic_protein,25,1,4,1,5,1,1,3,0,1
BSU36080_ywrF_hypothetical_protein,273,378,395,452,277,483,301,503,287,400
BSU36090_ywrE_hypothetical_protein,327,626,457,542,180,476,126,482,142,408
BSU36100_ywrD_gamma-glutamyltransferase,52,46,40,49,66,48,34,37,33,16
BSU36110_ywrC_Lrp/AsnC_family_transcriptional_regulator,205,262,210,219,192,271,135,218,170,174
BSU36120_ywrB_anion_transporter,227,205,166,205,186,194,161,220,162,196
BSU36130_ywrA_anion_transporter,125,92,94,103,144,86,106,75,159,92
BSU36140_ywqO_hypothetical_protein,65,38,32,32,67,31,60,46,64,28
BSU36150_ywqN_oxidoreductase,240,375,254,288,173,238,179,274,155,220
BSU36160_ywqM_LysR_family_transcriptional_regulator,109,174,141,159,107,124,94,202,108,114
BSU36170_ywqL_deoxyribonuclease_V,2117,1910,1588,1723,1614,1638,1457,2048,1769,1691
BSU36180_ywqK_hypothetical_protein,1162,3509,2523,3286,715,2940,682,3543,876,3010
BSU36190_ywqJ_transposase_or_phage_integrase,4238,5661,4400,5539,2749,5341,2566,5773,2966,5265
BSU36200_ywqI_hypothetical_protein,824,1243,1098,1411,562,1194,470,1427,572,1161
BSU36210_ywqH_hypothetical_protein,1088,2381,2132,2871,727,2134,603,2977,771,2074
BSU36220_ywqG_hypothetical_protein,841,1050,980,992,501,978,534,1128,619,1106
BSU36230_ywqF_UDP-glucose_dehydrogenase,1344,1239,1023,1120,1029,1163,942,1097,970,926
BSU36240_ywqE_protein_tyrosine-phosphatase,487,534,368,401,281,490,327,424,309,398
BSU36250_ptkA_protein_tyrosine_kinase,1016,833,665,778,592,690,699,962,795,802
BSU36260_ywqC_modulator_of_YwqD_protein_tyrosine_kinase_activity,1691,2458,1828,2176,1091,2209,1093,2578,1188,2274
BSU36269_ywzD_hypothetical_protein,190,274,359,380,118,319,136,384,157,170
BSU36270_ywqB_replication_initiation_protein,1258,1268,994,1242,912,1194,831,1150,910,1002
BSU36280_ywqA_ATP-binding_SNF2_helicase_or_protein_kinase,3572,3496,2930,3180,2603,2990,2489,3174,2550,2590
BSU36290_ywpJ_phosphatase,2197,1529,1296,1281,1331,1293,1058,1275,1052,950
BSU36300_glcR_DeoR_family_transcriptional_regulator,1850,1941,1456,1631,1031,1649,860,1402,833,1136
BSU36310_ssbB_single-strand_DNA-binding_protein,415,304,400,297,249,304,248,450,318,311
BSU36320_ywpG_hypothetical_protein,160,346,269,255,98,339,82,295,91,227
BSU36330_ywpF_hypothetical_protein,1124,2432,2195,2325,823,2190,870,2646,895,1915
BSU36340_ywpE_sortase,44,61,48,51,47,42,21,53,27,32
BSU36350_ywpD_two-component_sensor_histidine_kinase,107,146,118,131,94,136,79,98,97,106
BSU36360_mscL_large-conductance_mechanosensitive_channel,909,756,610,602,597,526,597,651,679,449
BSU36370_fabZ_(3R)-hydroxymyristoyl-ACP_dehydratase,1851,2234,1987,1837,1335,1947,1275,1795,1411,1643
BSU36380_rapD_response_regulator_aspartate_phosphatase,1321,2380,1872,2387,948,2323,833,2420,1002,2053
BSU36390_flhP_flagellar_hook-basal_body_protein,323,350,404,359,275,370,247,440,300,316
BSU36400_flhO_flagellar_basal-body_rod_protein,372,534,443,474,279,465,265,530,329,372
BSU36410_mbl_rod_shape-determining_protein_Mbl,12483,19520,16580,16915,8327,17566,7612,16766,8444,13667
BSU36420_spoIIID_transcriptional_regulator,3,3,1,4,0,6,1,1,0,2
BSU36430_usd_required_for_translation_of_spoIIID,0,0,0,2,1,0,1,0,0,0
BSU36440_ywoH_MarR_family_transcriptional_regulator,190,282,263,328,210,375,162,373,171,307
BSU36450_ywoG_efflux_transporter,611,397,389,466,721,411,492,499,522,371
BSU36460_ywoF_pectate_lyase,1309,1831,1402,1544,948,1587,847,1851,958,1650
BSU36470_pucI_allantoin_permease,29,20,16,25,46,30,36,9,20,7
BSU36480_ywoD_efflux_transporter,307,213,141,232,272,226,220,189,233,191
BSU36490_ywoC_hydrolase,201,211,196,194,142,184,147,175,140,166
BSU36500_ywoB_hypothetical_protein,108,74,49,67,76,79,69,81,60,51
BSU36510_amtB_ammonium_transporter,456,267,203,256,336,206,175,128,179,111
BSU36520_glnK_nitrogen-regulated_PII-like_regulator_protein,157,237,200,279,99,188,83,178,81,188
BSU36530_bcrC_undecaprenyl_pyrophosphate_phosphatase,3924,4981,4491,4624,3080,4181,3090,4843,3269,3510
BSU36540_ywnJ_hypothetical_protein,129,70,64,81,103,65,91,74,133,65
BSU36550_spoIIQ_forespore_protein_required_for_alternative_engulfment,48,93,79,81,43,91,37,84,37,61
BSU36560_ywnH_phosphinothricin_acetyltransferase,717,822,686,763,534,793,554,776,643,749
BSU36570_ywnG_hypothetical_protein,1153,1117,1001,923,947,1022,909,1090,1048,971
BSU36580_ywnF_hypothetical_protein,264,473,375,439,249,419,323,380,287,364
BSU36590_clsA_cardiolipin_synthase,1712,1851,1428,1814,1490,1718,1357,1610,1332,1477
BSU36600_mta_MerR_family_transcriptional_regulator,61,102,115,120,44,98,56,144,60,80
BSU36610_ywnC_hypothetical_protein,1316,1271,1140,1245,932,1338,884,1161,855,970
BSU36620_ywnB_oxidoreductase,187,375,324,353,145,341,172,396,161,288
BSU36630_ywnA_hypothetical_protein,865,2100,2139,2222,514,2134,589,2147,712,2007
BSU36640_ureC_urease_subunit_alpha,239,214,258,241,404,366,372,486,536,413
BSU36650_ureB_urease_subunit_beta,25,18,40,36,53,26,60,80,80,105
BSU36660_ureA_urease_subunit_gamma,16,8,25,33,41,44,49,81,64,52
BSU36670_csbD_stress_response_protein,9,5,7,22,6,14,6,8,20,6
BSU36680_ywmF_hypothetical_protein,2,1,5,5,4,4,3,3,2,2
BSU36690_rapB_response_regulator_aspartate_phosphatase,1566,2201,1823,1827,1037,2162,1011,2253,1341,2035
BSU36700_moaA_molybdenum_cofactor_biosynthesis_protein_A,1127,1381,1211,1347,962,1357,999,1383,968,1188
BSU36710_fdhD_formate_dehydrogenase_accessory_protein,919,1056,1001,1166,737,961,717,976,733,847
BSU36720_ywmE_hypothetical_protein,9,67,47,135,14,118,12,73,32,53
BSU36730_ywmD_hypothetical_protein,50,45,54,56,31,40,40,48,37,54
BSU36740_ywmC_hypothetical_protein,65,85,79,80,50,83,37,110,50,62
BSU36750_spoIID_stage_II_sporulation_autolysin,194,180,172,163,166,194,108,148,130,89
BSU36760_murAA_UDP-N-acetylglucosamine_1-carboxyvinyltransferase,26344,30329,26676,26611,18157,27176,15885,25692,16957,20865
BSU36770_ywmB_hypothetical_protein,5407,14329,11491,13825,3602,12702,3027,12189,3272,9599
BSU36780_ywzB_hypothetical_protein,461,712,548,623,306,688,267,579,307,452
BSU36790_ywmA_hypothetical_protein,47,106,93,108,42,124,45,99,47,106
BSU36800_atpC_ATP_synthase_F0F1_subunit_epsilon,7681,6570,5486,6431,5996,5890,5155,6232,6147,5597
BSU36810_atpD_ATP_synthase_F0F1_subunit_beta,37660,32324,24873,29839,27914,28946,23929,30172,27941,26131
BSU36820_atpG_ATP_synthase_F0F1_subunit_gamma,18724,22054,15916,21395,13547,19162,11458,20728,13360,17680
BSU36830_atpA_ATP_synthase_F0F1_subunit_alpha,39767,35734,27262,33346,31356,30796,26673,34574,31447,28602
BSU36840_atpH_ATP_synthase_F0F1_subunit_delta,12200,14170,9788,13375,8877,12080,7566,13079,8758,11336
BSU36850_atpF_ATP_synthase_F0F1_subunit_B,11996,21520,16020,21049,9062,18711,7497,21802,8672,17041
BSU36860_atpE_ATP_synthase_F0F1_subunit_C,5263,7232,5071,6514,3785,6018,3208,6678,3824,5479
BSU36870_atpB_ATP_synthase_F0F1_subunit_A,21172,20420,14898,18571,15464,17440,12995,18033,15298,15893
BSU36880_atpI_ATP_synthase_subunit_i,6624,5765,4734,6322,4873,5441,4060,5892,4781,4755
BSU36890_upp_uracil_phosphoribosyltransferase,4367,6763,5806,6083,2968,6660,3011,6569,3199,5649
BSU36900_glyA_serine_hydroxymethyltransferase,37906,37606,32533,31535,24202,31958,18491,28575,21144,21101
BSU36910_ywlG_hypothetical_protein,1732,1659,1421,1487,1535,1632,1572,1744,1734,1479
BSU36920_ywlF_ribose-5-phosphate_isomerase_B,1932,2420,2066,2432,1446,2279,1711,2753,1788,2096
BSU36930_ywlE_protein-tyrosine-phosphatase,591,1451,889,957,319,950,304,890,325,700
BSU36940_ywlD_hypothetical_protein,150,81,72,91,138,93,131,108,136,65
BSU36950_ywlC_ribosome_maturation_factor;_RNA_binding_protein,1019,691,670,660,858,778,932,762,977,688
BSU36960_ywlB_hypothetical_protein,30,64,55,46,29,46,26,54,21,36
BSU36970_spoIIR_pro-sigma(E)_endopeptidase,64,154,113,158,60,113,38,134,43,75
BSU36980_ywlA_hypothetical_protein,347,666,688,767,240,686,243,789,241,559
BSU36990_ywkF_hypothetical_protein,296,202,216,264,210,221,197,176,201,142
BSU37000_prmC_glutamine_methylase,1235,1632,1368,1739,859,1502,717,1491,649,1053
BSU37010_prfA_peptide_chain_release_factor_1,7797,10260,9418,9778,6095,9455,5533,9103,5168,6886
BSU37020_ywkD_lyase,236,806,686,663,191,699,165,866,193,772
BSU37030_racA_polar_chromosome_segregation_protein,289,300,307,316,224,264,237,346,266,295
BSU37040_ywkB_transporter,208,113,107,127,152,207,207,122,95,64
BSU37050_ywkA_malate_dehydrogenase,431,322,332,438,264,558,497,310,151,187
BSU37060_tdk_thymidine_kinase,1363,1463,1422,1541,979,1242,763,1276,819,822
BSU37070_rpmE_50S_ribosomal_protein_L31,13888,12059,13730,12374,9429,13093,8511,13512,8974,7657
BSU37080_rho_transcription_termination_factor_Rho,5118,5670,5054,5383,4454,5435,3838,5321,4299,4543
"BSU37090_glpX_fructose_1,6-bisphosphatase_II",4588,4612,4412,4531,3798,4538,3824,6131,4973,4636
BSU37100_murAB_UDP-N-acetylglucosamine_1-carboxyvinyltransferase,6664,5992,5297,5856,5144,5486,5613,7086,6695,6006
BSU37110_ywjH_translaldolase,10449,11941,11629,11843,8795,12362,8770,14700,10676,12280
BSU37120_fbaA_fructose-bisphosphate_aldolase,41437,55212,51325,50696,31811,50596,30413,54148,32890,43686
BSU37130_spo0F_two-component_response_regulator,482,576,468,408,317,450,363,548,498,518
BSU37140_ywjG_oxidoreductase,827,943,998,960,708,1198,616,939,603,676
BSU37150_pyrG_CTP_synthetase,12596,12266,11429,11219,8419,10465,6575,9475,6410,6730
BSU37160_rpoE_DNA-directed_RNA_polymerase_subunit_delta,5010,11751,10108,9963,3530,10211,3228,10824,3872,8526
BSU37170_acdA_acyl-CoA_dehydrogenase,140,216,151,157,111,108,82,146,101,103
BSU37180_fadF_iron-sulfur-binding_reductase,107,148,99,112,83,87,78,117,80,90
BSU37190_clsB_cardiolipin_synthetase,11,10,9,8,11,6,9,2,7,7
BSU37200_uvsE_UV_damage_endonuclease,34,16,17,26,22,8,13,10,16,4
BSU37210_ywjC_hypothetical_protein,28,28,35,149,26,55,30,45,81,37
BSU37220_ywjB_oxidoreductase,311,357,254,431,130,273,157,301,159,238
BSU37230_ywjA_lipid_ABC_transporter_ATP-binding_protein,871,492,310,550,463,431,494,428,587,362
BSU37240_ywiE_cardiolipin_synthetase,109,113,97,359,130,184,130,138,230,104
BSU37250_narI_nitrate_reductase_subunit_gamma,124,19,24,35,94,28,84,9,48,10
BSU37260_narJ_nitrate_reductase_J,82,15,13,35,66,31,39,18,16,16
BSU37270_narH_nitrate_reductase_subunit_beta,179,30,44,89,135,63,109,37,51,16
BSU37280_narG_nitrate_reductase_subunit_alpha,378,66,91,207,308,132,227,56,114,35
BSU37290_arfM_transcriptional_regulator,5,3,2,3,3,6,3,1,3,6
BSU37300_ywiC_hypothetical_protein,128,136,133,116,98,148,79,136,99,98
BSU37310_fnr_FNR/CAP_family_transcriptional_regulator,302,282,227,263,187,220,166,209,184,151
BSU37320_narK_nitrite_extrusion_permease,143,48,50,82,132,77,99,43,65,57
BSU37330_argS_arginyl-tRNA_synthetase,8397,8300,6850,6825,5836,6572,5361,7044,5926,5626
BSU37340_ywiB_hypothetical_protein,1539,3256,2717,2807,1031,2717,972,2841,1026,2118
BSU37350_sboA_subtilosin_A,8,14,12,19,9,17,7,18,9,16
BSU37360_sboX_bacteriocin-like_product,4,1,5,1,1,1,1,2,4,5
BSU37370_albA_antilisterial_bacteriocin_(subtilosin)_production_protein,1010,875,744,960,746,958,785,900,796,880
BSU37380_albB_hypothetical_protein,125,143,106,113,124,131,94,117,119,112
BSU37390_albC_subtilosin_production_transporter,414,357,252,348,341,341,295,348,333,387
BSU37400_albD_hypothetical_protein,573,347,292,345,470,394,470,382,487,389
BSU37410_albE_hydrolase,210,182,135,184,216,178,224,189,189,172
BSU37420_albF_subtilosin_production_peptidase,122,79,63,82,129,92,92,65,93,67
BSU37430_albG_hypothetical_protein,23,20,8,20,25,13,29,18,25,6
BSU37440_ywhL_hypothetical_protein,40,17,28,27,41,27,33,20,22,25
BSU37450_ywhK_factor_interacting_with_DNA_helicase_PcrA,36,15,24,45,42,38,30,31,28,16
BSU37460_rapF_response_regulator_aspartate_phosphatase,2587,4465,10169,11701,4257,13865,4867,15439,6452,16690
BSU37470_phrF_secreted_regulator_of_the_activity_of_phosphatase_RapF,133,123,356,328,267,334,270,484,360,317
BSU37480_ywhH_RNA-binding_protein,78,89,350,388,279,433,289,490,301,475
BSU37490_speB_agmatinase,3779,2787,2605,2561,2592,2347,2068,2296,2138,1643
BSU37500_speE_spermidine_synthase,5039,6756,6054,6323,3385,6077,2887,5837,3231,4421
BSU37510_pbpG_sporulation_specific_penicillin-binding_protein,34,28,44,50,52,21,30,41,41,19
BSU37520_ywhD_hypothetical_protein,1833,2633,2124,2779,1521,2311,2497,2637,1556,2280
BSU37530_ywhC_metal-dependent_hydrolase,2275,1375,1102,1351,1859,1322,3497,1432,2237,1201
BSU37540_ywhB_4-oxalocrotonate_tautomerase,338,273,306,311,279,286,275,318,321,234
BSU37550_ywhA_MarR_family_transcriptional_regulator,612,779,644,908,458,780,1584,851,711,995
BSU37560_thrZ_threonyl-tRNA_synthetase,1828,1422,967,1910,1388,1256,8099,1766,2585,1856
BSU37570_mmr_toxic_compound_efflux_transporter,614,256,271,277,482,276,426,229,411,219
BSU37580_ywgB_transcriptional_regulator,201,367,287,328,186,251,136,321,119,236
BSU37590_ywgA_hypothetical_protein,1300,3577,2643,2883,940,2932,887,3503,1058,2647
BSU37600_ywfO_metal-dependent_phosphohydrolase,4338,6527,5011,5188,3039,5906,3054,5802,3385,5308
BSU37610_ywzC_hypothetical_protein,630,791,700,714,435,810,438,715,431,483
BSU37620_rsfA_prespore-specific_regulatory_gene,11,6,9,9,14,4,9,13,5,17
BSU37630_ywfM_transporter,156,125,160,125,160,134,158,221,253,140
BSU37640_ywfL_hypothetical_protein,1571,1553,1363,1417,1177,1522,1106,1380,1143,1061
"BSU37650_cysL_regulator_of_sulfur_assimilation_CysL,_activates_cysJI_expression",583,883,563,674,332,723,407,691,463,603
BSU37660_eutD_phosphotransacetylase,9978,14898,7586,7523,3524,6882,2863,5635,3012,4608
BSU37670_ywfI_heme_peroxidase,2523,4625,3905,3795,1989,4029,1998,4133,2055,3413
BSU37680_ywfH_carrier_protein_reductase_of_bacilysin_synthesis,279,189,560,653,663,696,735,964,738,828
BSU37690_ywfG_transaminase,622,657,581,743,513,785,503,801,539,781
"BSU37700_bacE_efflux_protein_for_bacilysin_excretion,_self-protection_against_bacilysin",776,693,617,719,782,866,778,866,692,832
BSU37710_bacD_alanine-anticapsin_ligase,932,1086,1032,1276,863,1260,859,1552,858,1189
BSU37720_bacC_bacilysin_biosynthesis_oxidoreductase,341,323,342,388,368,423,367,529,378,415
BSU37730_bacB_bacilysin_synthetase_isomerase,379,283,366,388,359,434,338,520,382,448
"BSU37740_bacA_bacilysin_biosynthesis_protein,_dehydratase",67,33,95,89,126,156,126,180,103,107
BSU37750_ywfA_efflux_transporter,20,25,40,56,65,38,66,59,65,59
BSU37760_rocC_arginine/ornithine_permease,642,414,1480,1822,4302,3111,5763,5872,7984,4336
BSU37770_rocB_arginine_and_ornithine_utilization_N-deacylase,1333,1551,3668,5128,5309,7157,6929,12222,8989,9868
BSU37780_rocA_1-pyrroline-5-carboxylate_dehydrogenase,25593,29326,28713,34406,20300,34302,19601,40396,25490,31486
BSU37790_rocG_glutamate_dehydrogenase,1556,1492,1242,1632,1106,1552,821,1688,1057,1138
BSU37800_yweA_member_of_the_processed_secretome,1965,1793,1591,1473,1160,1806,1182,2225,1302,1998
BSU37810_spsL_nucleotide_sugar_epimerase,46,54,36,37,50,44,24,62,33,56
BSU37820_spsK_dTDP-4-dehydrorhamnose_reductase,119,150,123,129,133,126,110,128,100,121
"BSU37830_spsJ_dTDP-glucose_4,6-dehydratase",213,170,150,178,192,157,171,196,160,110
BSU37840_spsI_dTDP-glucose_pyrophosphorylase,136,153,97,128,108,126,110,159,113,87
BSU37850_spsG_glycosyltransferase,47,65,39,50,56,46,36,51,39,57
BSU37860_spsF_glycosyltransferase,40,28,25,31,40,35,30,24,20,22
BSU37870_spsE_phosphoenolpyruvate-sugar_pyruvyltransferase,42,36,37,50,60,31,35,30,41,29
BSU37880_spsD_TDP-glycosamine_N-acetyltransferase,52,39,37,51,50,59,44,60,47,46
BSU37890_spsC_glutamine-dependent_sugar_transaminase,50,38,41,48,32,46,32,35,39,36
BSU37900_spsB_dTDP_glycosyl/glycerophosphate_transferase,34,19,19,30,46,40,31,22,34,13
BSU37910_spsA_spore_coat_dTDP-glycosyltransferase,24,15,16,13,21,22,12,15,13,14
BSU37920_ywdL_spore_coat_protein,15,4,8,8,13,15,6,6,14,11
BSU37930_ywdK_hypothetical_protein,687,751,758,783,491,668,466,918,549,546
BSU37940_ywdJ_purine/pyrimidine_permease,1355,1247,959,1212,1079,1216,1020,1110,1287,948
BSU37950_ywdI_hypothetical_protein,400,694,600,715,375,678,298,774,373,595
BSU37960_ywdH_aldehyde_dehydrogenase,318,230,208,205,259,212,237,261,258,197
BSU37970_ung_uracil-DNA_glycosylase,853,789,792,785,893,993,754,919,867,804
BSU37980_ywdF_glycosyltransferase,1528,2226,1889,2080,1397,2174,1147,2206,1429,1911
BSU37990_ywdE_hypothetical_protein,195,130,152,150,544,235,299,188,380,152
BSU38000_ywdD_hypothetical_protein,577,486,441,628,473,500,401,464,483,463
BSU38018_ywzG_transcriptional_regulator,440,380,425,530,422,507,394,394,412,394
BSU38020_thiD_pyridoxal_kinase,3233,2706,2551,2546,2504,2665,2638,2972,3054,2467
BSU38030_ywdA_hypothetical_protein,250,425,440,426,225,491,206,477,257,375
BSU38040_sacA_sucrase-6-phosphate_hydrolase,336,429,277,311,218,314,203,401,260,283
BSU38050_sacP_PTS_system_sucrose-specific_transporter_subunit_IIBC,220,294,237,265,143,246,128,257,185,220
BSU38060_ywcJ_formate/nitrite_transporter,55,49,65,102,59,60,52,74,44,69
BSU38070_sacT_transcriptional_antiterminator,338,348,345,362,323,453,354,382,387,387
BSU38080_ywcI_hypothetical_protein,4,9,3,6,4,7,5,14,16,14
BSU38090_vpr_serine_protease,206,161,424,396,548,661,1045,1614,2094,2123
BSU38100_ywcH_monooxygenase,193,173,193,222,209,201,215,184,193,123
BSU38110_nfrA_FMN-containing_NADPH-linked_nitro/flavin_reductase,718,1235,1288,1305,623,1230,672,1101,574,838
